"Title","Developer(s)","Publisher(s)","Regions released","","","Ref."
"Ninku","TOSE","Tomy","December 22, 1995","Unreleased","Unreleased",""
"Ninpu Sentai Hurricaneger","","Bandai","November 28, 2002","Unreleased","Unreleased",""
"Nippon Golf Kyoukai Kanshuu: Double Eagle","Graphic Research","Sunsoft","May 30, 1997","Unreleased","Unreleased",""
"Nippon Pro Mahjong Renmei Kounin: Doujou Yaburi","Chat Noir","Naxat Soft","May 30, 1997","Unreleased","Unreleased",""
"Nippon Pro Mahjong Renmei Kounin: Doujou Yaburi 2","Chat Noir","Naxat Soft","December 22, 1999","Unreleased","Unreleased",""
"Nippon Pro Mahjong Renmei Kounin: Honkaku Pro Mahjong","Chat Noir","Naxat Soft","November 29, 2001","Unreleased","Unreleased",""
"Nippon Pro Mahjong Renmei Kounin: Shin Tetsuman","Chat Noir","Naxat Soft","October 8, 1998","Unreleased","Unreleased",""
"Nippon Sumo Kyoukai Kounin: Nippon Oozumou","Konami","Konami","July 13, 2000","Unreleased","Unreleased",""
"Nishijin Pachinko Tengoku EX","KSS","KSS","August 26, 1999","Unreleased","Unreleased",""
"Nishijin Pachinko Tengoku Vol. 1","KSS","KSS","January 31, 1997","Unreleased","Unreleased",""
"Nishijin Pachinko Tengoku Vol. 2","KSS","KSS","July 24, 1997","Unreleased","Unreleased",""
"Nishijin Pachinko Tengoku Vol. 3","KSS","KSS","December 17, 1998","Unreleased","Unreleased",""
"Nishijin Pachinko Tettei Kouryaku: CR Hanaman Sokuhou & CR Obake Land","Media Rings","Media Rings","October 11, 2000","Unreleased","Unreleased",""
"No-Appointment Gals: Olympos","Human Entertainment","Human Entertainment","October 25, 1996","Unreleased","Unreleased",""
"No Fear Downhill Mountain Biking","Unique Development Studios","Codemasters","Unreleased","Unreleased","November 16, 1999",""
"No One Can Stop Mr. Domino!","Artdink","Acclaim","January 8, 1998","September 1998","December 2, 1998",""
"Nobunaga Hiroku: Ge-Ten no Yume","Athena","Athena","May 30, 1997","Unreleased","Unreleased",""
"Nobunaga no Yabou Returns","Koei","Koei","August 2, 1996","Unreleased","Unreleased",""
"Nobunaga no Yabou: Bushou Fuuunroku","Koei","Koei","February 18, 1999","Unreleased","Unreleased",""
"Nobunaga no Yabou: Haouden","Koei","Koei","September 15, 1995","Unreleased","Unreleased",""
"Nobunaga no Yabou: Reppuuden•Nobunaga no Yabou: Reppuuden with Power Up KitJP","Koei","Koei","September 9, 1999","Unreleased","Unreleased",""
"Nobunaga no Yabou: Sengouku Gunyuuden","Koei","Koei","March 7, 1998","Unreleased","Unreleased",""
"Nobunaga no Yabou: Shouseiroku•Nobunaga no Yabou: Shouseiroku with Power-Up KitJP","Koei","Koei","November 27, 1997","Unreleased","Unreleased",""
"Nobunaga no Yabou: Tenshouki•Nobunaga no Yabou: Tenshouki with Power-Up KitJP","Koei","Koei","March 29, 1996","Unreleased","Unreleased",""
"Nobunaga no Yabou: Zenkokuban","Koei","Koei","January 22, 1998","Unreleased","Unreleased",""
"Nobunaga Shippuuki: Ko","Bullet Proof Software","Bullet Proof Software","April 26, 1996","Unreleased","Unreleased",""
"Noddy's Magic Adventure","BBC","BBC","Unreleased","December 1, 2000","Unreleased",""
"NOeL: Not Digital","Pioneer LDC","Pioneer LDC","July 26, 1996","Unreleased","Unreleased",""
"NOeL: La Neige","Pioneer LDC","Pioneer LDC","February 26, 1998","Unreleased","Unreleased",""
"NOeL: La Neige Special","Pioneer LDC","Pioneer LDC","August 6, 1998","Unreleased","Unreleased",""
"NOeL 3: Mission on the Line","Pioneer LDC","Pioneer LDC","March 11, 1999","Unreleased","Unreleased",""
"Noon","Micro Cabin","Micro Cabin","January 29, 1998","Unreleased","Unreleased",""
"Norse By Norsewest","Beam Software","Interplay","Unreleased","May 1997","November 17, 1997",""
"Not Treasure Hunter","Acti-Art","Acti-Art","December 20, 1996","Unreleased","Unreleased",""
"The NotePAL•Koukai Sarena Katta Shuki: The NoteJP","Team Bughouse","SunSoft","January 17, 1997","October 1, 1997","Unreleased",""
"Novastorm","Psygnosis","Psygnosis","March 1, 1996","September 29, 1995","November 2, 1995",""
"Novels: Game Center Arashi R","Visit","Visit","May 4, 1999","Unreleased","Unreleased",""
"Nuclear Strike","Electronic Arts","Electronic Arts","Unreleased","September 1997","August 31, 1997",""
"Nukumori no Naka de","Zero System","Zero System","August 30, 2001","Unreleased","Unreleased",""
"NuPa: Numeric Paint Puzzle","Jupiter Corporation","Tomy","March 29, 1996","Unreleased","Unreleased",""
"Nurse Monogatari","Mycom","Mycom","April 15, 1999","Unreleased","Unreleased",""
"Nyan to Wonderful","Pandora Box","Banpresto","August 30, 1996","Unreleased","Unreleased",""
"Oasis Road","Idea Factory","Idea Factory","February 25, 1999","Unreleased","Unreleased",""
"Ocha no ma Battle","Hori","Hori","December 14, 2000","Unreleased","Unreleased",""
"Ochan no Oekaki Logic","SunSoft","SunSoft","September 8, 1995","Unreleased","Unreleased",""
"Ochan no Oekaki Logic 2","SunSoft","SunSoft","September 27, 1996","Unreleased","Unreleased",""
"Ochan no Oekaki Logic 3","SunSoft","SunSoft","February 15, 2001","Unreleased","Unreleased",""
"Oda Nobunaga Den","Koei","Koei","September 23, 1998","Unreleased","Unreleased",""
"Odo Odo Oddity","IDC","IDC","March 14, 1997","Unreleased","Unreleased",""
"Oddworld: Abe's Exoddus","Oddworld Inhabitants","GT Interactive","Unreleased","1998","October 31, 1999",""
"Oddworld: Abe's Oddysee","Oddworld Inhabitants","GT Interactive","Unreleased","September 15, 1997","September 15, 1997",""
"O.D.T.","Psygnosis","Psygnosis","Unreleased","Unreleased","August 31, 1998",""
"Oekaki Puzzle","Success","Success","May 27, 1999","Unreleased","Unreleased",""
"Oekaki Puzzle 2","Success","Success","January 27, 2000","Unreleased","Unreleased",""
"Oekaki Puzzle 3","Success","Success","June 29, 2000","Unreleased","Unreleased",""
"Oekaki Puzzle 4","Success","Success","November 30, 2000","Unreleased","Unreleased",""
"Oekaki Puzzle 5","Success","Success","April 26, 2002","Unreleased","Unreleased",""
"Off-World Interceptor Extreme","Crystal Dynamics","Crystal Dynamics","November 22, 1995","November 15, 1995","September 29, 1995",""
"Ogre Battle: The March of the Black Queen","Quest","Atlus","September 27, 1996","Unreleased","August 6, 1997",""
"Oh No!","Asmik Ace","Asmik Ace","November 16, 2000","Unreleased","Unreleased",""
"Oha Star Dance Dance Revolution","Konami","Konami","September 14, 2000","Unreleased","Unreleased",""
"Oja Majo Doremi","","Bandai","March 20, 2002","Unreleased","Unreleased",""
"Oja Majo Doremi Dokkan! Nijiiro Paradise","","Bandai","November 28, 2002","Unreleased","Unreleased",""
"Oja Majo Do-Re-Mi #: Mahodou Dance Carnival!","","Bandai","September 21, 2000","Unreleased","Unreleased",""
"Ojyousama Express","MediaWorks","MediaWorks","July 30, 1998","Unreleased","Unreleased",""
"Okada Toshi no Tsume Shougi Kyoushitsu Nintei-Ou","ASCII Entertainment","ASCII Entertainment","December 17, 1998","Unreleased","Unreleased",""
"Okappari-Oh","Spiel","Naxat Soft","August 6, 1998","Unreleased","Unreleased",""
"Olympia Takasago: Virtua Pachi-Slot III","Map Japan","Map Japan","May 21, 1998","Unreleased","Unreleased",""
"Olympia Yamasa: Virtua Pachi-Slot II: Jissen! Bishoujo Kouryaku Hou","Map Japan","Map Japan","April 18, 1997","Unreleased","Unreleased",""
"Olympic Soccer: Atlanta 1996","Silicon Dreams Studio","Eidos Interactive","November 8, 1996","July 1996","July 18, 1996",""
"Olympic Summer Games","Silicon Dreams Studio","Eidos Interactive","Unreleased","Unreleased","June 18, 1996",""
"Omega Assault","Naps Team","Phoenix Games","Unreleased","August 19, 2004","Unreleased",""
"Omega Boost","Polyphony Digital","Sony Computer Entertainment","April 22, 1999","September 14, 1999","August 31, 1999",""
"Omiai Commando: Bakappuru ni Tukkomi o","Magical Company","Enix","March 30, 2000","Unreleased","Unreleased",""
"Omise de Tensyu","Technosoft","Technosoft","April 8, 1999","Unreleased","Unreleased",""
"Omizu no Hanamichi","Pony Canyon","Pony Canyon","August 17, 2000","Unreleased","Unreleased",""
"One","Visual Concepts","ASC Games","Unreleased","Unreleased","November 30, 1997",""
"One on One","Jorudan","Jorudan","November 26, 1998","Unreleased","Unreleased",""
"One Piece Mansion","Capcom","Capcom","June 21, 2001","November 16, 2001","October 1, 2001",""
"One Piece: Ocean's Dream","FlipFlop","Bandai","May 1, 2003","Unreleased","Unreleased",""
"One Piece: Tobidase Kaizokudan!","","Bandai","August 2, 2001","Unreleased","Unreleased",""
"One Two Smash: Tanoshii Tennis","Tears","Hect","February 24, 2000","Unreleased","Unreleased",""
"The Oni Taiji: Mezase! Nidaime Momotarou","Prism Inc.","Nippon Ichi Software","October 13, 1995","Unreleased","Unreleased",""
"Oni Zero: Fukkatsu","Pandora Box","Pandora Box","March 22, 2001","Unreleased","Unreleased",""
"Ooedo Huusui Ingaritsu Hanabi 2","Magical Company","Magical Company","June 22, 2000","Unreleased","Unreleased",""
"The Open Golf: History of Turnberry","Banpresto","Banpresto","July 19, 1996","Unreleased","Unreleased",""
"Option Tuning Car Battle","MTO","MTO","January 15, 1998","Unreleased","Unreleased",""
"Option Tuning Car Battle 2","Jaleco","Jaleco","February 18, 1999","Unreleased","Unreleased",""
"Option Tuning Car Battle Spec-R","Caps","MTO","May 11, 2000","Unreleased","Unreleased",""
"Oracle no Houseki: Jewels of the Oracle","Infini","SunSoft","December 6, 1996","Unreleased","Unreleased",""
"Ore no Ryouri","Japan Studio","SCEI","September 9, 1999","Unreleased","Unreleased",""
"Ore no Shikabane wo Koete Yuke","Alfa System","SCEI","June 17, 1999","Unreleased","Unreleased",""
"Osaka Naniwa Matenrow","Kid","Kid","April 8, 1999","Unreleased","Unreleased",""
"Oshaberi Oekaki Kikansha Thomas to Nakamatachi","Banpresto","Banpresto","December 19, 2002","Unreleased","Unreleased",""
"Oshaberi Oekaki Soreike! Anpanman","Banpresto","Banpresto","December 19, 2002","Unreleased","Unreleased",""
"Oshigotoshiki Jinsei Game: Mezase Shokugyou King","Takara","Takara","December 14, 2000","Unreleased","Unreleased",""
"Otenami Haiken","Success","Success","June 21, 2001","Unreleased","Unreleased",""
"Otenki Kororin","Takumi Corporation","Takumi Corporation","May 2, 2002","Unreleased","Unreleased",""
"Othello World II: Yume to Michi e no Chousen","Pre Stage","Tsukuda Original","December 8, 1995","Unreleased","Unreleased",""
"Otona no Asobi","Nichibutsu","Nichibutsu","December 2, 1998","Unreleased","Unreleased",""
"Ouji-sama LV1","Alice Blue","Kid","March 20, 2002","Unreleased","Unreleased",""
"Ouji-sama LV1.5","Alice Blue","Kid","February 20, 2003","Unreleased","Unreleased",""
"Oukyuu no Hihou: Tenshon","Wizard","Vap","September 27, 1996","Unreleased","Unreleased",""
"Ouma ga Toki","Break","Victor Interactive Software","August 9, 2001","Unreleased","Unreleased",""
"Ouma ga Toki 2","Break","Victor Interactive Software","September 13, 2001","Unreleased","Unreleased",""
"Out Live: Be Eliminate Yesterday","Sunsoft","SunSoft","July 24, 1997","Unreleased","Unreleased",""
"OverBlood","Riverhillsoft","Electronic ArtsNA, Electronic ArtsPAL, RiverhillsoftJP","August 2, 1996","June 1997","May 18, 1997",""
"OverBlood 2","Riverhillsoft","RiverhillsoftJP, Evolution GamesPAL","July 23, 1998","April 13, 2001","Unreleased",""
"Over Drivin' Skyline Memorial","Electronic Arts Victor","Electronic Arts Victor","October 2, 1997","Unreleased","Unreleased",""
"Oyaji no Jikan: Nechan, Hanafuda de Shoubu Ya","Visit","Visit","February 17, 2000","Unreleased","Unreleased",""
"Oyaji no Jikan: Nechan, Mahjong de Shoubu Ya","Visit","Visit","February 17, 2000","Unreleased","Unreleased",""
"Oyaji no Jikan: Nechan, Tsuri Iku De!","Visit","Visit","February 17, 2000","Unreleased","Unreleased",""
"P.K.'s Math Studio","Lightspan","Lightspan","Unreleased","Unreleased","1998",""
"P.K.'s Place: Carlos at the Races!","Lightspan","Lightspan","Unreleased","Unreleased","1998",""
"P.K.'s Place: Daphne and the Seventh Wonder!","Lightspan","Lightspan","Unreleased","Unreleased","1998",""
"P.K.'s Place: Hoopo at Sea!","Lightspan","Lightspan","Unreleased","Unreleased","1998",""
"P.K.'s Place: Party on the Patio!","Lightspan","Lightspan","Unreleased","Unreleased","1998",""
"Paca Paca Passion","Produce!","Produce!","June 24, 1999","Unreleased","Unreleased",""
"Paca Paca Passion 2","Produce!","Produce!","April 20, 2000","Unreleased","Unreleased",""
"Paca Paca Passion Special","Produce!","CyberFront","April 4, 2002","Unreleased","Unreleased",""
"Pachi Pachi Saga","TEN","TEN","April 26, 1996","Unreleased","Unreleased",""
"Pachi-Slot Aruze Oukoku","Aruze Corp","Aruze Corp","June 3, 1999","Unreleased","Unreleased",""
"Pachi-Slot Aruze Oukoku 2","Aruze Corp","Aruze Corp","November 25, 1999","Unreleased","Unreleased",""
"Pachi-Slot Aruze Oukoku 3","Aruze Corp","Aruze Corp","July 19, 2000","Unreleased","Unreleased",""
"Pachi-Slot Aruze Oukoku 4","Aruze Corp","Aruze Corp","December 14, 2000","Unreleased","Unreleased",""
"Pachi-Slot Aruze Oukoku 5","Aruze Corp","Aruze Corp","November 15, 2001","Unreleased","Unreleased",""
"Pachi-Slot Kanzen Kaiseki: Wet2 Poker•Pachi-Slot Kanzen Kaiseki: Wai Wai Pulsar / 77JP","Human Entertainment","Human Entertainment","March 12, 1998","Unreleased","Unreleased",""
"Pachi-Slot Kanzen Kouryaku: Takasago Super Project","Syscom","Syscom","May 24, 2001","Unreleased","Unreleased",""
"Pachi-Slot Kanzen Kouryaku: Takasago Super Project 2","Syscom","Syscom","December 6, 2001","Unreleased","Unreleased",""
"Pachi-Slot Kanzen Kouryaku: Universal Koushiki Gaido Volume 1","Syscom","Syscom","March 14, 1997","Unreleased","Unreleased",""
"Pachi-Slot Kanzen Kouryaku: Universal Koushiki Gaido Volume 2","Syscom","Syscom","July 31, 1997","Unreleased","Unreleased",""
"Pachi-Slot Kanzen Kouryaku: Universal Koushiki Gaido Volume 3","Syscom","Syscom","August 6, 1998","Unreleased","Unreleased",""
"Pachi-Slot Kanzen Kouryaku: Universal Koushiki Gaido Volume 4","Syscom","Syscom","June 24, 1999","Unreleased","Unreleased",""
"Pachi-Slot Master: Sammy SP","Sammy Studios","Sammy Studios","March 18, 1999","Unreleased","Unreleased",""
"Pachi Slot Teiou: Big Wave - Pika Gorou - BB Junkie 7","Bull's Eye","Bull's Eye","January 28, 1999","Unreleased","Unreleased",""
"Pachi-Slot Teiou 2: Kagestu / Two Pair / Beaver X","Mecko","Mecko","August 26, 1999","Unreleased","Unreleased",""
"Pachi-Slot Teiou 3: Sea Master X / Epsilon R / Wai Wai Pulsar","Yamasa","Media Entertainment","December 2, 1999","Unreleased","Unreleased",""
"Pachi-Slot Teiou 4: Oicho Kaba X / Magical Pops / Lequio 30","Yamasa","Media Entertainment","January 27, 2000","Unreleased","Unreleased",""
"Pachi-Slot Teiou 5: Kongdom / Super Star Dust 2 / Flying Momonga","Yamasa","Media Entertainment","March 16, 2000","Unreleased","Unreleased",""
"Pachi-Slot Teiou 6: Kung-Fu Lady / BangBang / Prelude 2","Yamasa","Media Entertainment","March 16, 2000","Unreleased","Unreleased",""
"Pachi-Slot Teiou 7: Maker Suishou Manual 1: Beat the Dragon 2 / Lupin Sansei / Hot Rod Queen","Yamasa","Media Entertainment","October 12, 2000","Unreleased","Unreleased",""
"Pachi-Slot Teiou: Maker Suishou Manual 5: Race Queen 2 / Tomcat","Yamasa","Media Entertainment","August 30, 2001","Unreleased","Unreleased",""
"Pachi-Slot Teiou: Maker Suishou Manual 6: Takarabune","Yamasa","Media Entertainment","November 15, 2001","Unreleased","Unreleased",""
"Pachi-Slot Teiou Mini: Dr. A7","Bull's Eye","Bull's Eye","June 24, 1999","Unreleased","Unreleased",""
"Pachi-Slot Teiou W: Arabesque R / Hot Rod Queen","Bull's Eye","Bull's Eye","August 10, 2000","Unreleased","Unreleased",""
"Pachi-Slot Teiou: Battle Night / Atlantis Dome","Olympia","Media Entertainment","December 28, 2000","Unreleased","Unreleased",""
"Pachi-Slot Teiou: Beat the Dragon 2","Olympia","Media Entertainment","November 30, 2000","Unreleased","Unreleased",""
"Pachi-Slot Teiou: Bunny Girl SP","Olympia","Media Entertainment","August 9, 2001","Unreleased","Unreleased",""
"Pachi-Slot Teiou: CR Soreite Hama-Chan 2","Olympia","Media Entertainment","August 30, 2001","Unreleased","Unreleased",""
"Pachi-Slot Teiou: Dateline Pegasus","Olympia","Media Entertainment","August 30, 2001","Unreleased","Unreleased",""
"Pachi-Slot Teiou: Golgo 13 - Las Vegas","Olympia","Media Entertainment","May 30, 2002","Unreleased","Unreleased",""
"Pachi-Slot Teiou: Maker Suishou Manual 2: Ice Story","Olympia","Media Entertainment","March 1, 2001","Unreleased","Unreleased",""
"Pachi-Slot Teiou: Maker Suishou Manual 3: I'm Angel White 2 & Blue 2","Olympia","Media Entertainment","April 26, 2001","Unreleased","Unreleased",""
"Pachi-Slot Teiou: Maker Suishou Manual 4: Exhaust / Ooedo Sakura Fubuki 2","Olympia","Media Entertainment","April 26, 2001","Unreleased","Unreleased",""
"Pachi-Slot Teiou: Maker Suishou Manual 7: Trick Monster 2","Olympia","Media Entertainment","February 14, 2002","Unreleased","Unreleased",""
"Pachi-Slot Teiou: Naniwaou Fubuki","Olympia","Media Entertainment","April 18, 2002","Unreleased","Unreleased",""
"Pachi-Slot Teiou: Shimabai 30","Olympia","Media Entertainment","June 20, 2002","Unreleased","Unreleased",""
"Pachi-Slot Teiou: Yamasa Remix","Olympia","Media Entertainment","August 31, 2002","Unreleased","Unreleased",""
"Pachinko & Pachi-Slot Parlor! Pro Extra","Olympia","Nippon Telenet","September 28, 2000","Unreleased","Unreleased",""
"Pachinko Daisuki","Heiwa","Seta Corporation","September 20, 1996","Unreleased","Unreleased",""
"Pachinko Dream","Konami","Konami","October 18, 1996","Unreleased","Unreleased",""
"Pachinko Hall Shinso Dai Kaiten","Nexton","Nexton","February 26, 1998","Unreleased","Unreleased",""
"Pachio-kun: Pachinko Land Adventure","Marionette","Coconuts Japan","April 14, 1995","Unreleased","Unreleased",""
"Pachitte Chonmage","Hack Berry","Hack Berry","November 25, 1999","Unreleased","Unreleased",""
"Pachitte Chonmage 2: Kyoraku Kounin / Tanukichu 2000 & Jungle P","Hack Berry","Hack Berry","June 1, 2000","Unreleased","Unreleased",""
"Pachitte Chonmage 3: Kyoraku Kounin / Gladiator & Tama-chan","Hack Berry","Hack Berry","April 18, 2002","Unreleased","Unreleased",""
"Pac-Man World","Namco","Namco","September 2, 1999","February 28, 2000","October 12, 1999",""
"Paipai","ProSoft","Selen","July 12, 2001","Unreleased","Unreleased",""
"Pajama Sam 3: You Are What You Eat from Your Head to Your Feet","Atari","Humongous Entertainment","Unreleased","Unreleased","December 7, 2001",""
"PAL: Shinken Densetsu","Fill-in-Cafe","Tohoku Shinsha","April 25, 1997","Unreleased","Unreleased",""
"Palm Town","Mycom","Mycom","July 8, 1999","Unreleased","Unreleased",""
"Pandemonium!•Magical HoppersJP","Crystal Dynamics","SCEA","February 28, 1997","November 1996","November 15, 1996",""
"Pandemonium 2•Miracle JumpersJP","Crystal Dynamics","Midway","May 21, 1998","November 5, 1997","October 1, 1997",""
"Pandora Project: The Logic Master","NK System","Team Bughouse","May 3, 1996","Unreleased","Unreleased",""
"Panekit","SCEI","SCEI","August 5, 1999","Unreleased","Unreleased",""
"Panel Quiz Attack 25","Fujitsu","Fujitsu","December 18, 1997","Unreleased","Unreleased",""
"Pangaea","Success","Success","August 26, 1999","Unreleased","Unreleased",""
"Panzer Bandit","Fill-in-Cafe","Banpresto","August 7, 1997","Unreleased","Unreleased",""
"Panzer Front","Enterbrain","ASCII EntertainmentJP, Avalon InteractivePAL, Agetec Inc.NA","December 22, 1999","April 17, 2001","October 9, 2001",""
"Panzer Front bis.","Enterbrain","ASCII Entertainment","February 8, 2001","Unreleased","Unreleased",""
"Panzer General","SSI","SSI","Unreleased","June 1996","March 10, 1996",""
"Pao Leeming Kanshuu: Fuusui Nyuumon","Success","Success","January 25, 2001","Unreleased","Unreleased",""
"PAQA","SCEI","SCEI","September 22, 1999","Unreleased","Unreleased",""
"Paradise Casino","DigiCube","Phoenix Games","March 28, 2002","2003","Unreleased",""
"ParanoiaScape","Jorudan","Mathilda","May 28, 1998","Unreleased","Unreleased","[9]"
"PaRappa the Rapper","NanaOn-Sha","SCEI","December 6, 1996","September 26, 1997","November 19, 1997",""
"Parasite Eve","Squaresoft","Square EA","March 29, 1998","Unreleased","September 8, 1998",""
"Parasite Eve II","Squaresoft","Square EA","December 16, 1999","August 25, 2000","September 2, 2000",""
"Paris-Marseille Racing","Davilex","Davilex","Unreleased","October 30, 2000","Unreleased",""
"Paris-Marseille Racing II","Davilex","Davilex","Unreleased","October 25, 2002","Unreleased",""
"Parlor Station","Aqua Rouge","GMF","August 27, 1998","Unreleased","Unreleased",""
"Parlor! Pro","Nippon Telenet","Irem","April 25, 1997","Unreleased","Unreleased",""
"Parlor! Pro 2","Nippon Telenet","Nippon Rental","October 30, 1997","Unreleased","Unreleased",""
"Parlor! Pro 3","Nippon Telenet","Nippon Rental","June 25, 1998","Unreleased","Unreleased",""
"Parlor! Pro 4","Nippon Telenet","Nippon Telenet","November 12, 1998","Unreleased","Unreleased",""
"Parlor! Pro 5","Nippon Telenet","Nippon Telenet","January 28, 1999","Unreleased","Unreleased",""
"Parlor! Pro 6","Nippon Telenet","Nippon Telenet","February 11, 1999","Unreleased","Unreleased",""
"Parlor! Pro 7","Nippon Telenet","Nippon Telenet","March 25, 1999","Unreleased","Unreleased",""
"Parlor! Pro 8","Nippon Telenet","Nippon Telenet","December 9, 1999","Unreleased","Unreleased",""
"Parlor! Pro Jr. Vol. 1","Nippon Telenet","Nippon Telenet","June 10, 1999","Unreleased","Unreleased",""
"Parlor! Pro Jr. Vol. 2","Nippon Telenet","Nippon Telenet","November 2, 1999","Unreleased","Unreleased",""
"Parlor! Pro Jr. Vol. 3","Nippon Telenet","Nippon Telenet","November 25, 1999","Unreleased","Unreleased",""
"Parlor! Pro Jr. Vol. 4","Nippon Telenet","Nippon Telenet","December 22, 1999","Unreleased","Unreleased",""
"Parlor! Pro Jr. Vol. 5","Nippon Telenet","Nippon Telenet","February 24, 2000","Unreleased","Unreleased",""
"Parlor! Pro Jr. Vol. 6","Nippon Telenet","Nippon Telenet","March 16, 2000","Unreleased","Unreleased",""
"Parlor! Pro Special: CR Harenchi Gakuen & Chou-Shindai","Nippon Telenet","Nippon Telenet","November 30, 2000","Unreleased","Unreleased",""
"Paro Wars","Konami","KCE Tokyo","September 25, 1997","Unreleased","Unreleased",""
"Pastel Muses •Simple 1500 Series Vol. 20: The Puzzle","Soft Office","Soft Office, D3 Publisher","August 21, 1997","Unreleased","Unreleased",""
"Patriotic Pinball","Wildfire Studios","Gotham Games","Unreleased","Unreleased","April 23, 2003",""
"Pax Corpus","Cryo Interactive, R&P Electronic Media","Cryo Interactive","Unreleased","October 1997","Unreleased",""
"PD Ultraman Invader","Taito","Bandai","December 22, 1995","Unreleased","Unreleased",""
"Peak PerformanceTouge Max: Saisoku Drift MasterJP","Cave","AtlusJP,NA, JVC Music EuropePAL","January 24, 1997","November 1, 1997","March 31, 1997",""
"Pebble Beach no Hatou Plus","T&E Soft","Soft Bank","December 13, 1996","Unreleased","Unreleased",""
"Pepsiman","KID","KID","March 4, 1999","Unreleased","Unreleased",""
"Perfect Assassin","Grolier Interactive","Grolier Interactive","Unreleased","1998","Unreleased",""
"Perfect Fishing: Bass Fishing","Seta Corporation","Seta Corporation","March 4, 2000","Unreleased","Unreleased",""
"Perfect Fishing: Rock Fishing","Seta Corporation","Seta Corporation","March 4, 2000","Unreleased","Unreleased",""
"Perfect Golf 2","Seta Corporation","Seta Corporation","May 28, 1998","Unreleased","Unreleased",""
"Perfect Performer: The Yellow Monkey","FunHouse","FunHouse","July 1, 1999","Unreleased","Unreleased",""
"Perfect Weapon•Body HazardJP","Gray Matter","ASC Games","July 3, 1997","1997","November 10, 1996",""
"Persona","Atlus","Atlus","September 20, 1996","Unreleased","June 24, 1996",""
"Persona 2: Eternal Punishment","Atlus","Atlus","June 29, 2000","Unreleased","December 22, 2000",""
"Persona 2: Innocent Sin","Atlus","Atlus","June 24, 1999","Unreleased","Unreleased",""
"Pet in TV","Sony Computer Entertainment","Sony Computer Entertainment","May 23, 1997","1997","Unreleased",""
"Pet in TV with my dear Dog","Sugar & Rockets","Sony Computer Entertainment","November 11, 1999","Unreleased","Unreleased",""
"Pet Pet Pet","Magical Company","Magical Company","October 7, 1999","Unreleased","Unreleased",""
"Peter Jacobsen's Golden Tee Golf","Incredible Technologies","Infogrames","Unreleased","Unreleased","September 20, 2000",""
"PGA European Tour Golf","Gremlin","Infogrames","Unreleased","1999","Unreleased",""
"PGA Tour 96","Hitmen Productions","Electronic Arts, Inc.","February 23, 1996","November 1995","September 23, 1995",""
"PGA Tour 97","EA Sports","EA Sports","Unreleased","October 1996","September 30, 1996",""
"PGA Tour 98","NuFX","Electronic Arts","Unreleased","October 1997","September 27, 1997",""
"Philosoma","G Artist","SCEA","July 28, 1995","March 1996","January 10, 1996",""
"Phix: The Adventure","Affect","Agetec Inc.","May 18, 2000","Unreleased","July 15, 2003",""
"Photo Genic","Fill-in-Cafe","Sunsoft","December 18, 1997","Unreleased","Unreleased",""
"Pikiinya! EX","Crea-Tech","ASCII Entertainment","July 16, 1998","Unreleased","Unreleased",""
"Pikupiku Sentarou","Kodansha","Kodansha","February 18, 1999","Unreleased","Unreleased",""
"Pilot Ni Narou!•Wing Over 2PAL","Beluga Computer","Victor Interactive Software•JVC Music EuropePAL","September 23, 1998","Unreleased","Unreleased",""
"Pinball Fantasies Deluxe","Digital Illusions","Vap","October 25, 1996","Unreleased","Unreleased",""
"Pinball Power•Pinball: Golden Logres JP","LittleWing","Midas Interactive Entertainment","July 22, 1999","September 1, 2000","Unreleased",""
"Pink Panther: Pinkadelic Pursuit•Simple 1500 Series Vol. 104: The Pink Panther: Pinkadelic PursuitJP","Etranges Libellules","Dreamcatcher Interactive","February 27, 2003","November 29, 2002","January 4, 2003",""
"Pinocchia no Miru Yume","Takara","Takara","August 5, 1999","Unreleased","Unreleased",""
"Pinobee","Artoon","Hudson","September 5, 2002","October 10, 2003","April 15, 2003",""
"Pipe Dreams 3D","Sick Puppies","Empire Interactive","Unreleased","Unreleased","October 23, 2001",""
"Pitball","Time Warner Interactive","Accolade","December 6, 1996","1996","October 31, 1996",""
"Pitfall 3D: Beyond the Jungle","Luxoflux","Activision","Unreleased","Unreleased","February 28, 1998",""
"Pixygarden","Imageworks","Escot","September 30, 1999","Unreleased","Unreleased",""
"Plane Crazy","Project Two Interactive","Inner Workings, Ltd.","Unreleased","September 15, 1999","Unreleased",""
"Planet Dob","Hudson Soft","Hudson Soft","November 18, 1999","Unreleased","Unreleased",""
"Planet Laika","Quintet, Zeque","Enix","October 21, 1999","Unreleased","Unreleased",""
"Planet of the Apes","Visiware Software","Ubisoft","Unreleased","2002","August 22, 2002",""
"Plarail Tetsudou Monoshiri Hyakka","Atlus","Atlus","November 14, 2002","Unreleased","Unreleased",""
"Play de Oboeru Chuugaku Eitango Deruderu 1200","Graphic Research","Nagase Brothers","July 23, 1999","Unreleased","Unreleased",""
"Play de Oboeru Eijukugo Deruderu 750","Graphic Research","Nagase Brothers","July 5, 2000","Unreleased","Unreleased",""
"Play de Oboeru Eitango Deruderu 1700: Center Shiken Level Taiou","Graphic Research","Nagase Brothers","January 14, 1999","Unreleased","Unreleased",""
